gameId,duration_ticks,peak_multiplier,rug_tick,final_price,timestamp,is_instarug
20250706-4bc6252afc934fd6,110,1.680368149709916,110,0.6620762467748345,2025-07-06T00:47:15.601Z,False
20250706-dcf1151e0d4744ee,94,1.5369493764691131,94,1.3275559933067866,2025-07-06T00:47:59.381Z,False
20250706-e0c34918f6ba4db6,7,1.0178846599722466,7,1.001558832965613,2025-07-06T00:48:39.063Z,True
20250706-638d7e5a1f534c6d,25,1.030939267577089,25,0.802603685107005,2025-07-06T00:48:56.870Z,False
20250706-e2cdb94104e24043,1334,2.213305582097845,1334,0.310886232681585,2025-07-06T00:49:19.282Z,False
20250706-c78ab00089a34ac5,1334,1,1334,1,2025-07-06T00:55:10.858Z,False
20250706-40e465fc24314393,152,1.9990826544592517,152,0.9096905819927759,2025-07-06T00:55:27.154Z,False
20250706-1644acf201f64a7b,117,1.7612801068156214,117,1.5292130053154922,2025-07-06T00:56:21.393Z,False
20250706-da892d92bf104a08,228,1.1071444141437752,228,1.0322550619437334,2025-07-06T00:57:06.626Z,False
20250706-ba7cec5219474828,290,1.6587467475245299,290,0.7490841288427637,2025-07-06T00:58:19.879Z,False
20250706-b546fa61b3934856,256,2.061999509251726,256,0.3078925363264732,2025-07-06T00:59:49.066Z,False
20250706-1a022c0b5d1b4f97,23,1.0444546791993914,23,0.6013921566645583,2025-07-06T01:01:09.641Z,False
20250706-58000cc859cf46eb,54,1.6248671807801223,54,1.6204302841642506,2025-07-06T01:01:31.439Z,False
20250706-9081128e8ee04e08,121,1.2942331144649841,121,0.6504162519753822,2025-07-06T01:02:00.824Z,False
20250706-c7004e122b724b20,158,2.5947031560095533,158,2.534181983117567,2025-07-06T01:02:47.051Z,False
20250706-4cc5e1e4c92c4642,143,9.225260787540693,143,6.950280660716937,2025-07-06T01:03:42.552Z,False
20250706-936f922c8e7c491e,107,1.2368219058072867,107,0.2940103154343391,2025-07-06T01:04:34.383Z,False
20250706-cfe1417a919e4e8e,78,1.545785754761473,78,0.8957470935959307,2025-07-06T01:05:17.279Z,False
20250706-5848b8b6581545f7,95,2.2885959707250927,95,0.6976671988402057,2025-07-06T01:05:53.149Z,False
20250706-2cd6c4fd47654e6a,55,2.0942235737961807,55,2.070973733009395,2025-07-06T01:06:32.674Z,False
20250706-4eadaa83f28c4781,128,2.2048870051261495,128,1.2461154780677828,2025-07-06T01:07:02.474Z,False
20250706-6329ecbba12b4e6c,349,2.944122087924315,349,1.4716541944795571,2025-07-06T01:07:50.609Z,False
20250706-5d8eb93b4e6a47df,58,2.7592662828095262,58,2.7592662828095262,2025-07-06T01:09:34.165Z,False
